postcode,locality,state
2036,CHIFLEY,NSW
2606,CHIFLEY,ACT
7011,CHIGWELL,TAS
2339,CHILCOTTS CREEK,NSW
2480,CHILCOTTS GRASS,NSW
3824,CHILDERS,VIC
4660,CHILDERS,QLD
872,CHILLA WELL,NT
4871,CHILLAGOE,QLD
2484,CHILLINGHAM,NSW
3585,CHILLINGOLLAH,VIC
5660,CHILPENUNDA,SA
3683,CHILTERN,VIC
3683,CHILTERN VALLEY,VIC
5573,CHINAMAN WELLS,SA
5573,CHINAMEN WELLS,SA
3544,CHINANGIN,VIC
5680,CHINBINGINA,SA
4413,CHINCHILLA,QLD
2487,CHINDERAH,NSW
4285,CHINGHEE CREEK,QLD
3546,CHINKAPOOK,VIC
2550,CHINNOCK,NSW
3756,CHINTIN,VIC
2008,CHIPPENDALE,NSW
2170,CHIPPING NORTON,NSW
4215,CHIRN PARK,QLD
4723,CHIRNSIDE,QLD
3116,CHIRNSIDE PARK,VIC
3525,CHIRRIP,VIC
2322,CHISHOLM,NSW
2905,CHISHOLM,ACT
2046,CHISWICK,NSW
5211,CHITON,SA
2261,CHITTAWAY BAY,NSW
2261,CHITTAWAY POINT,NSW
6084,CHITTERING,WA
3260,CHOCOLYN,VIC
4730,CHORREGON,QLD
2484,CHOWAN CREEK,NSW
6244,CHOWERUP,WA
5341,CHOWILLA,SA
5164,CHRISTIE DOWNS,SA
3962,CHRISTIES,VIC
5165,CHRISTIES BEACH,SA
5165,CHRISTIES BEACH NORTH,SA
4285,CHRISTMAS CREEK,QLD
3775,CHRISTMAS HILLS,VIC
7330,CHRISTMAS HILLS,TAS
6798,CHRISTMAS ISLAND,WA
7304,CHUDLEIGH,TAS
1405,CHULLORA,NSW
2190,CHULLORA,NSW
3777,CHUM CREEK,VIC
5690,CHUNDARIA,SA
2105,CHURCH POINT,NSW
4311,CHURCHABLE,QLD
3842,CHURCHILL,VIC
4305,CHURCHILL,QLD
3925,CHURCHILL ISLAND,VIC
6018,CHURCHLANDS,WA
3373,CHUTE,VIC
4306,CHUWAR,QLD
870,CICCONE,NT
4600,CINNABAR,QLD
2601,CITY,ACT
6015,CITY BEACH,WA
6000,CITY DELIVERY CENTRE,WA
4002,CITY EAST,QLD
5000,CITY WEST CAMPUS,SA
2608,CIVIC SQUARE,ACT
6564,CLACKLINE,WA
4211,CLAGIRABA,QLD
4741,CLAIRVIEW,QLD
2848,CLANDULLA,NSW
5062,CLAPHAM,SA
4468,CLARA CREEK,QLD
822,CLARAVALE,NT
4871,CLARAVILLE,QLD
2711,CLARE,NSW
4807,CLARE,QLD
5453,CLARE,SA
4807,CLAREDALE,QLD
6010,CLAREMONT,WA
6910,CLAREMONT,WA
7011,CLAREMONT,TAS
2747,CLAREMONT MEADOWS,NSW
6010,CLAREMONT NORTH,WA
2790,CLARENCE,NSW
5039,CLARENCE GARDENS,SA
5034,CLARENCE PARK,SA
7270,CLARENCE POINT,TAS
2321,CLARENCE TOWN,NSW
2756,CLARENDON,NSW
3352,CLARENDON,VIC
4311,CLARENDON,QLD
5157,CLARENDON,SA
7019,CLARENDON VALE,TAS
2460,CLARENZA,NSW
3352,CLARETOWN,VIC
2107,CLAREVILLE,NSW
3169,CLARINDA,VIC
4705,CLARKE CREEK,QLD
3430,CLARKEFIELD,VIC
3352,CLARKES HILL,VIC
6030,CLARKSON,WA
7306,CLAUDE ROAD,TAS
4471,CLAVERTON,QLD
5280,CLAY WELLS,SA
4011,CLAYFIELD,QLD
2559,CLAYMORE,NSW
5238,CLAYPANS,SA
3168,CLAYTON,VIC
5256,CLAYTON,SA
5256,CLAYTON BAY,SA
3169,CLAYTON SOUTH,VIC
5733,CLAYTON STATION,SA
2795,CLEAR CREEK,NSW
4226,CLEAR ISLAND WATERS,QLD
3401,CLEAR LAKE,VIC
3409,CLEAR LAKE,VIC
4500,CLEAR MOUNTAIN,QLD
2620,CLEAR RANGE,NSW
2469,CLEARFIELD,NSW
5085,CLEARVIEW,SA
6472,CLEARY,WA
6714,CLEAVERVILLE,WA
5152,CLELAND,SA
4816,CLEMANT,QLD
3782,CLEMATIS,VIC
5523,CLEMENTS GAP,SA
2206,CLEMTON PARK,NSW
2800,CLERGATE,NSW
4721,CLERMONT,QLD
5640,CLEVE,SA
2530,CLEVELAND,NSW
4163,CLEVELAND,QLD
7211,CLEVELAND,TAS
4163,CLEVELAND DC,QLD
2460,CLIFDEN,NSW
4427,CLIFFORD,QLD
4350,CLIFFORD GARDENS,QLD
2321,CLIFTLEIGH,NSW
2515,CLIFTON,NSW
4361,CLIFTON,QLD
6210,CLIFTON,WA
6211,CLIFTON,WA
4879,CLIFTON BEACH,QLD
7020,CLIFTON BEACH,TAS
3875,CLIFTON CREEK,VIC
2800,CLIFTON GROVE,NSW
3068,CLIFTON HILL,VIC
4105,CLIFTON HILL,QLD
5733,CLIFTON HILLS STATION,SA
3222,CLIFTON SPRINGS,VIC
4680,CLINTON,QLD
5570,CLINTON,SA
5570,CLINTON CENTRE,SA
4370,CLINTONVALE,QLD
6850,CLOISTERS SQUARE,WA
6850,CLOISTERS SQUARE PO,WA
3658,CLONBINANE,VIC
4824,CLONCURRY,QLD
2093,CLONTARF,NSW
4019,CLONTARF,QLD
4357,CLONTARF,QLD
4019,CLONTARF BEACH,QLD
4019,CLONTARF DC,QLD
4520,CLOSEBURN,QLD
2484,CLOTHIERS CREEK,NSW
2453,CLOUDS CREEK,NSW
2480,CLOVASS,NSW
2031,CLOVELLY,NSW
5042,CLOVELLY PARK,SA
2031,CLOVELLY WEST,NSW
3315,CLOVER FLAT,VIC
2469,CLOVER PARK,NSW
6105,CLOVERDALE,WA
6985,CLOVERDALE,WA
3822,CLOVERLEA,VIC
4605,CLOYNA,QLD
7303,CLUAN,TAS
3889,CLUB TERRACE,VIC
4811,CLUDEN,QLD
4309,CLUMBER,QLD
4852,CLUMP POINT,QLD
2480,CLUNES,NSW
3370,CLUNES,VIC
2440,CLYBUCCA,NSW
2142,CLYDE,NSW
3978,CLYDE,VIC
3978,CLYDE NORTH,VIC
3851,CLYDEBANK,VIC
2330,CLYDESDALE,NSW
3461,CLYDESDALE,VIC
2646,COADS TANK,NSW
4312,COAL CREEK,QLD
2283,COAL POINT,NSW
4352,COALBANK,QLD
2508,COALCLIFF,NSW
2460,COALDALE,NSW
4305,COALFALLS,QLD
4621,COALSTOUN LAKES,QLD
3825,COALVILLE,VIC
2108,COASTERS RETREAT,NSW
3165,COATESVILLE,VIC
3851,COBAINS,VIC
2486,COBAKI,NSW
2486,COBAKI LAKES,NSW
2835,COBAR,NSW
2790,COBAR PARK,NSW
2550,COBARGO,NSW
2422,COBARK,NSW
3442,COBAW,VIC
2347,COBBADAH,NSW
3862,COBBANNAH,VIC
3900,COBBERAS,VIC
2570,COBBITTY,NSW
3338,COBBLEBANK,VIC
2844,COBBORA,NSW
4605,COBBS HILL,QLD
3266,COBDEN,VIC
5346,COBDOGLA,SA
6317,COBLININE,WA
822,COBOURG,NT
4703,COBRABALL,QLD
3643,COBRAM,VIC
3644,COBRAM,VIC
3644,COBRAM EAST,VIC
2732,COBRAMUNGA,NSW
3266,COBRICO,VIC
3898,COBUNGRA,VIC
3058,COBURG,VIC
3058,COBURG NORTH,VIC
6532,COBURN,WA
3546,COCAMBA,VIC
5654,COCATA,SA
3475,COCHRANES CREEK,VIC
5631,COCKALEECHIE,SA
3781,COCKATOO,VIC
4419,COCKATOO,QLD
6731,COCKATOO ISLAND,WA
5351,COCKATOO VALLEY,SA
5440,COCKBURN,SA
6164,COCKBURN CENTRAL,WA
6443,COCKLEBIDDY,WA
2539,COCKWHY,NSW
810,COCONUT GROVE,NT
4875,COCONUT ISLAND,QLD
4860,COCONUTS,QLD
3030,COCOROC,VIC
6308,CODJATOTINE,WA
2471,CODRINGTON,NSW
3285,CODRINGTON,VIC
4871,COEN,QLD
4892,COEN,QLD
4560,COES CREEK,QLD
2480,COFFEE CAMP,NSW
5607,COFFIN BAY,SA
2450,COFFS HARBOUR,NSW
2450,COFFS HARBOUR DC,NSW
2450,COFFS HARBOUR JETTY,NSW
2450,COFFS HARBOUR PLAZA,NSW
2849,COGGAN,NSW
3364,COGHILLS CREEK,VIC
2083,COGRA BAY,NSW
3568,COHUNA,VIC
2537,COILA,NSW
3340,COIMADAI,VIC
3542,COKUM,VIC
3250,COLAC,VIC
3707,COLAC COLAC,VIC
3250,COLAC EAST,VIC
3250,COLAC WEST,VIC
3559,COLBINABBIN,VIC
3342,COLBROOK,VIC
6302,COLD HARBOUR,WA
2462,COLDSTREAM,NSW
3770,COLDSTREAM,VIC
2707,COLEAMBALLY,NSW
5266,COLEBATCH,SA
2761,COLEBEE,NSW
7027,COLEBROOK,TAS
2515,COLEDALE,NSW
3315,COLERAINE,VIC
5272,COLES,SA
7215,COLES BAY,TAS
4570,COLES CREEK,QLD
4808,COLEVALE,QLD
4307,COLEYVILLE,QLD
3494,COLIGNAN,VIC
2700,COLINROOBIE,NSW
2626,COLINTON,NSW
4306,COLINTON,QLD
4314,COLINTON,QLD
6315,COLLANILLING,WA
2833,COLLARENEBRI,NSW
2097,COLLAROY,NSW
4707,COLLAROY,QLD
2097,COLLAROY BEACH,NSW
2097,COLLAROY PLATEAU,NSW
2097,COLLAROY PLATEAU WEST,NSW
2581,COLLECTOR,NSW
6230,COLLEGE GROVE,WA
5069,COLLEGE PARK,SA
4343,COLLEGE VIEW,QLD
2646,COLLENDINA,NSW
2839,COLLERINA,NSW
822,COLLETT CREEK,NT
5671,COLLEY,SA
2827,COLLIE,NSW
6225,COLLIE,WA
6225,COLLIE BURN,WA
2650,COLLINGULLIE,NSW
2850,COLLINGWOOD,NSW
3066,COLLINGWOOD,VIC
6330,COLLINGWOOD HEIGHTS,WA
3066,COLLINGWOOD NORTH,VIC
4301,COLLINGWOOD PARK,QLD
6330,COLLINGWOOD PARK,WA
6260,COLLINS,WA
2474,COLLINS CREEK,NSW
6260,COLLINS SIDING,WA
8003,COLLINS STREET EAST,VIC
8007,COLLINS STREET WEST,VIC
5555,COLLINSFIELD,SA
7012,COLLINSVALE,TAS
4804,COLLINSVILLE,QLD
5418,COLLINSVILLE,SA
5081,COLLINSWOOD,SA
3630,COLLIVER,VIC
2440,COLLOMBATTI,NSW
2460,COLLUM COLLUM,NSW
2343,COLLY BLUE,NSW
4170,COLMSLIE,QLD
2756,COLO,NSW
2795,COLO,NSW
2756,COLO HEIGHTS,NSW
2575,COLO VALE,NSW
5041,COLONEL LIGHT GARDENS,SA
2262,COLONGRA,NSW
4677,COLOSSEUM,QLD
4737,COLSTON PARK,QLD
5670,COLTON,SA
4820,COLUMBIA,QLD
4415,COLUMBOOLA,QLD
2760,COLYTON,NSW
2440,COMARA,NSW
5277,COMAUM,SA
2666,COMBANING,NSW
2829,COMBARA,NSW
2540,COMBERTON,NSW
3889,COMBIENBAR,VIC
2330,COMBO,NSW
2429,COMBOYNE,NSW
2832,COME BY CHANCE,NSW
2540,COMERONG ISLAND,NSW
4702,COMET,QLD
3556,COMET HILL,VIC
5700,COMMISSARIAT POINT,SA
2484,COMMISSIONERS CREEK,NSW
4514,COMMISSIONERS FLAT,QLD
2350,COMMISSIONERS WATERS,NSW
6311,COMMODINE,WA
5719,COMMONWEALTH HILL,SA
2226,COMO,NSW
4571,COMO,QLD
6152,COMO,WA
6952,COMO,WA
2820,COMOBELLA,NSW
4858,COMOON LOOP,QLD
5291,COMPTON,SA
4722,CONA CREEK,QLD
7211,CONARA,TAS
2710,CONARGO,NSW
3381,CONCONGELLA,VIC
3384,CONCONGELLA,VIC
2137,CONCORD,NSW
2139,CONCORD REPATRIATION HOSPITAL,NSW
2138,CONCORD WEST,NSW
2138,CONCORD WEST DC,NSW
5118,CONCORDIA,SA
3303,CONDAH,VIC
3286,CONDAH SWAMP,VIC
3303,CONDAH SWAMP,VIC
4416,CONDAMINE,QLD
4357,CONDAMINE FARMS,QLD
4352,CONDAMINE PLAINS,QLD
2200,CONDELL PARK,NSW
2906,CONDER,ACT
6450,CONDINGUP,WA
2877,CONDOBOLIN,NSW
4815,CONDON,QLD
2484,CONDONG,NSW
5464,CONDOWIE,SA
2422,CONEAC,NSW
2447,CONGARINNI,NSW
2447,CONGARINNI NORTH,NSW
6391,CONGELIN,WA
2325,CONGEWAI,NSW
2537,CONGO,NSW
3633,CONGUPNA,VIC
2829,CONIMBIA,NSW
7054,CONINGHAM,TAS
4740,CONINGSBY,QLD
2500,CONISTON,NSW
2539,CONJOLA,NSW
2539,CONJOLA PARK,NSW
4871,CONJUBOY,QLD
5272,CONMURRA,SA
3401,CONNANGORACH,VIC
873,CONNELLAN,NT
2221,CONNELLS POINT,NSW
7173,CONNELLYS MARSH,TAS
3227,CONNEWARRE,VIC
3318,CONNEWIRRICOO,VIC
6027,CONNOLLY,WA
2878,CONOBLE,NSW
4552,CONONDALE,QLD
2145,CONSTITUTION HILL,NSW
4702,CONSUELO,QLD
6311,CONTINE,WA
4800,CONWAY,QLD
4800,CONWAY BEACH,QLD
2663,COOBA,NSW
5723,COOBER PEDY,SA
2734,COOBOOL,NSW
5583,COOBOWIE,SA
4184,COOCHIEMUDLO ISLAND,QLD
4310,COOCHIN,QLD
4519,COOCHIN CREEK,QLD
2380,COOCOOBOONAH,NSW
6210,COODANUP,WA
7320,COOEE,TAS
4703,COOEE BAY,QLD
4313,COOEEIMBARDI,QLD
2034,COOGEE,NSW
6166,COOGEE,WA
3315,COOJAR,VIC
2614,COOK,ACT
5701,COOK,SA
5710,COOK,SA
2870,COOKAMIDGERA,NSW
2650,COOKARDINIA,NSW
5261,COOKE PLAINS,SA
6219,COOKERNUP,WA
2850,COOKS GAP,NSW
2300,COOKS HILL,NSW
2870,COOKS MYALLS,NSW
4895,COOKTOWN,QLD
2831,COOLABAH,NSW
4574,COOLABINE,QLD
4610,COOLABUNIA,QLD
2727,COOLAC,NSW
6638,COOLADAR HILL,WA
4479,COOLADDI,QLD
2550,COOLAGOLITE,NSW
2843,COOLAH,NSW
835,Coolalinga,NT
839,COOLALINGA,NT
2701,COOLAMON,NSW
4311,COOLANA,QLD
2470,COOLANESS,NSW
2535,COOLANGATTA,NSW
4225,COOLANGATTA,QLD
2550,COOLANGUBRA,NSW
3048,COOLAROO,VIC
2402,COOLATAI,NSW
6163,COOLBELLUP,WA
4850,COOLBIE,QLD
6050,COOLBINIA,WA
6532,COOLCALALAYA,WA
5238,COOLCHA,SA
2611,COOLEMAN,NSW
2729,COOLEYS CREEK,NSW
2478,COOLGARDIE,NSW
6429,COOLGARDIE,WA
5670,COOLILLIE,SA
6507,COOLJARLOO,WA
4387,COOLMUNDA,QLD
2423,COOLONGOLOOK,NSW
4580,COOLOOLA,QLD
4580,COOLOOLA COVE,QLD
4560,COOLOOLABIN,QLD
6168,COOLOONGUP,WA
2630,COOLRINGDON,NSW
5341,COOLTONG,SA
4573,COOLUM BEACH,QLD
2632,COOLUMBOOKA,NSW
2622,COOLUMBURRA,NSW
6214,COOLUP,WA
2630,COOMA,NSW
3616,COOMA,VIC
2630,COOMA NORTH,NSW
6450,COOMALBIDGUP,WA
822,COOMALIE CREEK,NT
5261,COOMANDOOK,SA
2428,COOMBA BAY,NSW
2428,COOMBA PARK,NSW
4216,COOMBABAH,QLD
2460,COOMBADJHA,NSW
5267,COOMBE,SA
2470,COOMBELL,NSW
6512,COOMBERDALE,WA
3629,COOMBOONA,VIC
2611,COOMBS,ACT
2717,COOMEALLA,NSW
4209,COOMERA,QLD
4630,COOMINGLAH,QLD
4630,COOMINGLAH FOREST,QLD
4311,COOMINYA,QLD
4702,COOMOO,QLD
2343,COOMOO COOMOO,NSW
3461,COOMOORA,VIC
5431,COOMOOROO,SA
4422,COOMRITH,QLD
4423,COOMRITH,QLD
5607,COOMUNGA,SA
2357,COONABARABRAN,NSW
6503,COONABIDGEE,WA
5265,COONALPYN,SA
2829,COONAMBLE,NSW
4626,COONAMBULA,QLD
5540,COONAMIA,SA
4670,COONARR,QLD
820,COONAWARRA,NT
5263,COONAWARRA,SA
5719,COONDAMBO,SA
6566,COONDLE,WA
4570,COONDOO,QLD
2630,COONERANG,NSW
2726,COONEYS CREEK,NSW
2469,COONGBAR,NSW
4490,COONGOOLA,QLD
3860,COONGULLA,VIC
2645,COONONG,NSW
3477,COONOOER BRIDGE,VIC
3478,COONOOER BRIDGE,VIC
3477,COONOOER WEST,VIC
3478,COONOOER WEST,VIC
2441,COOPERABUNG,NSW
2426,COOPERNOOK,NSW
3825,COOPERS CREEK,VIC
5731,COOPERS CREEK,SA
2550,COOPERS GULLY,NSW
4108,COOPERS PLAINS,QLD
2479,COOPERS SHOOT,NSW
2424,COOPLACURRIPA,NSW
2479,COORABELL,NSW
5690,COORABIE,SA
4420,COORADA,QLD
4569,COORAN,QLD
2265,COORANBONG,NSW
4408,COORANGA,QLD
4408,COORANGA NORTH,QLD
3268,COORIEMUNGLE,VIC
4565,COOROIBAH,QLD
5264,COORONG,SA
4860,COOROO LANDS,QLD
4702,COOROOMAN,QLD
6515,COOROW,WA
4563,COOROY,QLD
4563,COOROY MOUNTAIN,QLD
4151,COORPAROO,QLD
4151,COORPAROO BC,QLD
4151,COORPAROO DC,QLD
4860,COORUMBA,QLD
4702,COORUMBENE,QLD
2590,COOTAMUNDRA,NSW
4565,COOTHARABA,QLD
5650,COOTRA,SA
2628,COOTRALANTRA,NSW
4702,COOWONGA,QLD
4873,COOYA BEACH,QLD
6714,COOYA POOYA,WA
2850,COOYAL,NSW
4402,COOYAR,QLD
5611,COOYERDOO,SA
2251,COPACABANA,NSW
2852,COPE,NSW
3480,COPE COPE,VIC
2422,COPELAND,NSW
2360,COPETON,NSW
5308,COPEVILLE,SA
2879,COPI HOLLOW,NSW
5732,COPLEY,SA
6562,COPLEY,WA
2460,COPMANHURST,NSW
2644,COPPABELLA,NSW
4741,COPPABELLA,QLD
2795,COPPERHANNIA,NSW
7174,COPPING,TAS
4860,COQUETTE POINT,QLD
3814,CORA LYNN,VIC
3480,CORACK,VIC
3480,CORACK EAST,VIC
3249,CORAGULAC,VIC
2471,CORAKI,NSW
3691,CORAL BANK,VIC
6701,CORAL BAY,WA
4670,CORAL COVE,QLD
4740,CORAL SEA,QLD
4871,CORALIE,QLD
2443,CORALVILLE,NSW
2450,CORAMBA,NSW
2622,CORANG,NSW
2440,CORANGULA,NSW
2705,CORBIE HILL,NSW
4551,CORBOULD PARK,QLD
4660,CORDALBA,QLD
2526,CORDEAUX,NSW
2526,CORDEAUX HEIGHTS,NSW
4850,CORDELIA,QLD
6393,CORDERING,WA
5731,CORDILLO DOWNS,SA
2611,COREE,ACT
2710,COREE,NSW
2716,COREE SOUTH,NSW
2646,COREEN,NSW
4570,CORELLA,QLD
4733,CORFIELD,QLD
4075,CORINDA,QLD
3352,CORINDHAP,VIC
2456,CORINDI BEACH,NSW
2871,CORINELLA,NSW
3984,CORINELLA,VIC
4621,CORINGA,QLD
7321,CORINNA,TAS
6426,CORINTHIA,WA
3214,CORIO,VIC
2315,CORLETTE,NSW
2710,CORNALLA,NSW
2480,CORNDALE,NSW
3311,CORNDALE,VIC
4610,CORNDALE,QLD
3622,CORNELIA CREEK,VIC
7008,CORNELIAN BAY,TAS
3551,CORNELLA,VIC
2790,CORNEY TOWN,NSW
3683,CORNISHTOWN,VIC
4130,CORNUBIA,QLD
4455,CORNWALL,QLD
7215,CORNWALL,TAS
2756,CORNWALLIS,NSW
5575,CORNY POINT,SA
2700,COROBIMILLA,NSW
5157,COROMANDEL EAST,SA
5051,COROMANDEL VALLEY,SA
3984,CORONET BAY,VIC
3559,COROP,VIC
3558,COROP WEST,VIC
3254,COROROOKE,VIC
2646,COROWA,NSW
2325,CORRABARE,NSW
6375,CORRIGIN,WA
2518,CORRIMAL,NSW
2518,CORRIMAL EAST,NSW
3888,CORRINGLE,VIC
2422,CORROBOREE FLAT,NSW
2711,CORRONG,NSW
2633,CORROWONG,NSW
3707,CORRYONG,VIC
5641,CORTLINYE,SA
2546,CORUNNA,NSW
5611,CORUNNA STATION,SA
3249,CORUNNUN,VIC
4513,CORYMBIA,QLD
3631,COSGROVE,VIC
4818,COSGROVE,QLD
3631,COSGROVE SOUTH,VIC
6440,COSMO NEWBERY,WA
850,COSSACK,NT
6720,COSSACK,WA
872,COSTELLO,NT
3523,COSTERFIELD,VIC
3101,COTHAM,VIC
4723,COTHERSTONE,QLD
3465,COTSWOLD,VIC
4350,COTSWOLD HILLS,QLD
2084,COTTAGE POINT,NSW
2583,COTTAWALLA,NSW
6011,COTTESLOE,WA
6911,COTTESLOE,WA
3099,COTTLES BRIDGE,VIC
4558,COTTON TREE,QLD
4375,COTTONVALE,QLD
5575,COUCH BEACH,SA
5577,COUCH BEACH,SA
2474,COUGAL,NSW
4310,COULSON,QLD
5607,COULTA,SA
2630,COUNTEGANY,NSW
2653,COURABYRA,NSW
2390,COURADDA,NSW
2720,COURAGAGO,NSW
2720,COURAJAGO,NSW
2571,COURIDJAH,NSW
2650,COURSING PARK,NSW
6288,COURTENAY,WA
7330,COUTA ROCKS,TAS
2460,COUTTS CROSSING,NSW
4613,COVERTY,QLD
4873,COW BAY,QLD
2795,COW FLAT,NSW
3862,COWA,VIC
2652,COWABBIE,NSW
2663,COWABBIE,NSW
6336,COWALELLUP,WA
6503,COWALLA,WA
2081,COWAN,NSW
4025,COWAN COWAN,QLD
5033,COWANDILLA,SA
3506,COWANGIE,VIC
6284,COWARAMUP,WA
5733,COWARIE,SA
6485,COWCOWING,WA
5602,COWELL,SA
3922,COWES,VIC
5238,COWIRRA,SA
5609,COWLEDS LANDING,SA
4871,COWLEY,QLD
4871,COWLEY BEACH,QLD
4871,COWLEY CREEK,QLD
3268,COWLEYS CREEK,VIC
2460,COWPER,NSW
2794,COWRA,NSW
7321,COWRIE POINT,TAS
3857,COWWARR,VIC
822,COX PENINSULA,NT
2849,COXS CREEK,NSW
2849,COXS CROWN,NSW
6317,COYRECUP,WA
2483,CRABBES CREEK,NSW
7109,CRABTREE,TAS
2911,CRACE,ACT
2627,CRACKENBACK,NSW
4719,CRACOW,QLD
7306,CRADLE MOUNTAIN,TAS
7109,CRADOC,TAS
5432,CRADOCK,SA
5152,CRAFERS,SA
5152,CRAFERS WEST,SA
5051,CRAIGBURN FARM,SA
2632,CRAIGIE,NSW
3465,CRAIGIE,VIC
6025,CRAIGIE,WA
3064,CRAIGIEBURN,VIC
4877,CRAIGLIE,QLD
5114,CRAIGMORE,SA
4655,CRAIGNISH,QLD
4032,CRAIGSLEA,QLD
6420,CRAMPHORNE,WA
7030,CRAMPS BAY,TAS
3977,CRANBOURNE,VIC
3977,CRANBOURNE EAST,VIC
3977,CRANBOURNE NORTH,VIC
3977,CRANBOURNE SOUTH,VIC
3977,CRANBOURNE WEST,VIC
4814,CRANBROOK,QLD
6321,CRANBROOK,WA
7190,CRANBROOK,TAS
2800,CRANBURY,NSW
2749,CRANEBROOK,NSW
2259,CRANGAN BAY,NSW
4350,CRANLEY,QLD
2422,CRAVEN,NSW
2422,CRAVEN PLATEAU,NSW
4610,CRAWFORD,QLD
2423,CRAWFORD RIVER,NSW
6009,CRAWLEY,WA
2338,CRAWNEY,NSW
7321,CRAYFISH CREEK,TAS
4757,CREDITON,QLD
3669,CREEK JUNCTION,VIC
3551,CREEK VIEW,VIC
3558,CREEK VIEW,VIC
2627,CREEL BAY,NSW
2631,CREEWAH,NSW
3666,CREIGHTON,VIC
3666,CREIGHTONS CREEK,VIC
2090,CREMORNE,NSW
3121,CREMORNE,VIC
4740,CREMORNE,QLD
7024,CREMORNE,TAS
2090,CREMORNE JUNCTION,NSW
2090,CREMORNE POINT,NSW
5341,CRESCENT,SA
2440,CRESCENT HEAD,NSW
4313,CRESSBROOK,QLD
4355,CRESSBROOK CREEK,QLD
862,CRESSWELL DOWNS,NT
3322,CRESSY,VIC
7302,CRESSY,TAS
4132,CRESTMEAD,QLD
4132,CRESTMEAD DC,QLD
2153,CRESTWOOD,NSW
2620,CRESTWOOD,NSW
852,CRESWELL,NT
3363,CRESWICK,VIC
3363,CRESWICK NORTH,VIC
3919,CRIB POINT,VIC
4816,CRIMEA,QLD
2502,CRINGILA,NSW
4723,CRINUM,QLD
4310,CROFTBY,QLD
4519,CROHAMHURST,QLD
822,CROKER ISLAND,NT
2430,CROKI,NSW
4809,CROMARTY,QLD
2099,CROMER,NSW
3193,CROMER,VIC
5235,CROMER,SA
2099,CROMER HEIGHTS,NSW
2230,CRONULLA,NSW
2400,CROOBLE,NSW
2539,CROOBYAR,NSW
3858,CROOKAYAN,VIC
6236,CROOKED BROOK,WA
2583,CROOKED CORNER,NSW
3862,CROOKED RIVER,VIC
2583,CROOKWELL,NSW
2527,CROOM,NSW
2411,CROPPA CREEK,NSW
3041,CROSS KEYS,VIC
2850,CROSS ROADS,NSW
3373,CROSS ROADS,VIC
5558,CROSS ROADS,SA
4312,CROSSDALE,QLD
2446,CROSSLANDS,NSW
3283,CROSSLEY,VIC
2441,CROSSMAGLEN,NSW
6390,CROSSMAN,WA
3821,CROSSOVER,VIC
4413,CROSSROADS,QLD
2280,CROUDACE BAY,NSW
2443,CROWDY BAY,NSW
2427,CROWDY HEAD,NSW
6258,CROWEA,WA
6262,CROWEA,WA
3377,CROWLANDS,VIC
4342,CROWLEY VALE,QLD
5734,CROWN POINT,SA
4605,CROWNTHORPE,QLD
1585,CROWS NEST,NSW
2065,CROWS NEST,NSW
4355,CROWS NEST,QLD
2065,CROWS NEST DC,NSW
2803,CROWTHER,NSW
2460,CROWTHER ISLAND,NSW
3301,CROXTON EAST,VIC
2132,CROYDON,NSW
3136,CROYDON,VIC
4871,CROYDON,QLD
5008,CROYDON,SA
3136,CROYDON HILLS,VIC
3136,CROYDON NORTH,VIC
2133,CROYDON PARK,NSW
5008,CROYDON PARK,SA
5008,CROYDON PARK SOUTH,SA
3136,CROYDON SOUTH,VIC
2795,CRUDINE,NSW
3393,CRYMELON,VIC
4285,CRYNA,QLD
2832,CRYON,NSW
4800,CRYSTAL BROOK,QLD
5523,CRYSTAL BROOK,SA
2484,CRYSTAL CREEK,NSW
3714,CRYSTAL CREEK,VIC
4816,CRYSTAL CREEK,QLD
4552,CRYSTAL WATERS,QLD
4871,CRYSTALBROOK,QLD
6311,CUBALLING,WA
2835,CUBBA,NSW
6383,CUBBINE,WA
7260,CUCKOO,TAS
2864,CUDAL,NSW
3265,CUDGEE,VIC
2850,CUDGEGONG,NSW
2700,CUDGEL,NSW
2487,CUDGEN,NSW
2484,CUDGERA CREEK,NSW
3705,CUDGEWA,VIC
5232,CUDLEE CREEK,SA
2540,CUDMIRRAH,NSW
6640,CUE,WA
6391,CULBIN,WA
5261,CULBURRA,SA
2540,CULBURRA BEACH,NSW
2660,CULCAIRN,NSW
3530,CULGOA,VIC
6566,CULHAM,WA
3315,CULLA,VIC
6067,CULLACABARDEE,WA
6503,CULLALLA,WA
3568,CULLEN,VIC
820,CULLEN BAY,NT
2790,CULLEN BULLEN,NSW
2850,CULLENBONE,NSW
2372,CULLENDORE,NSW
2581,CULLERIN,NSW
4860,CULLINANE,QLD
2588,CULLINGA,NSW
2645,CULLIVEL,NSW
3496,CULLULLERAINE,VIC
2800,CULLYA,NSW
2469,CULMARAN CREEK,NSW
5700,CULTANA,SA
2478,CUMBALUM,NSW
2852,CUMBANDRY,NSW
5041,CUMBERLAND PARK,SA
2756,CUMBERLAND REACH,NSW
2871,CUMBIJOWA,NSW
2850,CUMBO,NSW
2830,CUMBOOGLE,NSW
2832,CUMBORAH,NSW
5631,CUMMINS,SA
2867,CUMNOCK,NSW
3251,CUNDARE,VIC
3251,CUNDARE NORTH,VIC
6434,CUNDEELEE,WA
6407,CUNDERDIN,WA
6275,CUNDINUP,WA
